distance_km,duration_min,climatisation,depart,arrivee,jour_semaine,heure,prix
247,243,1,Ariana,Bizerte,mardi,07:00,108.64
121,109,0,Tunis,Monastir,samedi,17:00,54.68
115,111,1,Nabeul,Monastir,mercredi,06:00,46.55
274,250,0,Tunis,Sousse,mercredi,15:00,111.15
115,113,0,Ariana,Monastir,lundi,17:00,51.12
176,200,1,Sousse,Bizerte,mercredi,12:00,73.18
228,253,0,Bizerte,Ariana,mardi,09:00,93.72
217,259,1,Bizerte,Ariana,dimanche,19:00,92.77
258,339,1,Sfax,Nabeul,vendredi,20:00,112.16
205,215,1,Sousse,Ariana,vendredi,19:00,87.13
238,263,0,Sousse,Sfax,mercredi,08:00,100.0
197,215,0,Nabeul,Bizerte,vendredi,06:00,83.29
81,82,1,Monastir,Nabeul,dimanche,07:00,38.33
196,173,1,Sousse,Nabeul,samedi,08:00,85.92
140,127,1,Sousse,Nabeul,jeudi,20:00,57.69
217,210,0,Ariana,Sfax,dimanche,20:00,88.79
194,246,1,Sousse,Tunis,mardi,09:00,85.25
108,147,1,Bizerte,Sfax,jeudi,07:00,51.32
296,338,0,Nabeul,Bizerte,jeudi,12:00,119.23
199,277,0,Nabeul,Bizerte,jeudi,18:00,86.48
259,288,0,Tunis,Ariana,samedi,21:00,107.03
22,25,1,Ariana,Monastir,samedi,07:00,18.75
214,200,1,Bizerte,Sousse,samedi,16:00,91.74
282,275,1,Sfax,Bizerte,mercredi,09:00,113.05
120,161,0,Nabeul,Monastir,dimanche,17:00,53.05
238,256,0,Sousse,Sfax,vendredi,09:00,100.4
255,269,0,Nabeul,Monastir,mercredi,10:00,104.98
295,412,1,Monastir,Bizerte,mercredi,06:00,128.04
278,334,1,Sfax,Bizerte,vendredi,06:00,117.69
158,130,0,Monastir,Bizerte,vendredi,16:00,68.42
210,227,1,Sousse,Nabeul,samedi,14:00,90.18
62,51,1,Sfax,Bizerte,mercredi,18:00,31.33
146,190,0,Ariana,Monastir,mardi,15:00,59.92
53,43,1,Ariana,Nabeul,lundi,13:00,21.73
149,183,1,Nabeul,Bizerte,dimanche,06:00,61.61
81,109,1,Nabeul,Ariana,lundi,09:00,37.63
199,165,0,Tunis,Bizerte,jeudi,18:00,81.17
180,214,0,Ariana,Bizerte,mardi,09:00,74.83
65,67,1,Tunis,Ariana,lundi,06:00,26.42
111,90,1,Monastir,Bizerte,samedi,11:00,47.1
236,248,1,Sfax,Nabeul,mercredi,17:00,100.79
158,217,0,Bizerte,Tunis,jeudi,12:00,66.33
282,336,1,Nabeul,Ariana,mercredi,07:00,120.9
37,48,0,Nabeul,Bizerte,mercredi,07:00,19.59
223,215,0,Bizerte,Nabeul,jeudi,11:00,92.6
173,238,1,Sousse,Monastir,mardi,08:00,79.16
237,278,1,Monastir,Sousse,mardi,17:00,105.77
92,90,0,Sfax,Monastir,dimanche,19:00,36.06
293,280,1,Sfax,Bizerte,lundi,13:00,117.32
106,144,1,Monastir,Nabeul,vendredi,20:00,49.19
146,137,1,Sousse,Tunis,mardi,15:00,61.0
85,81,0,Sousse,Tunis,lundi,13:00,33.72
299,273,1,Sousse,Sfax,mardi,14:00,121.03
127,152,1,Nabeul,Bizerte,mercredi,13:00,52.08
220,295,0,Tunis,Sousse,jeudi,17:00,97.03
204,255,1,Tunis,Monastir,samedi,16:00,88.86
114,136,1,Sfax,Tunis,lundi,20:00,50.92
184,191,0,Sousse,Sfax,dimanche,08:00,79.86
141,139,0,Sfax,Ariana,vendredi,17:00,62.24
138,146,1,Ariana,Sfax,samedi,11:00,59.81
125,108,1,Monastir,Tunis,dimanche,21:00,49.57
262,287,1,Tunis,Bizerte,lundi,16:00,108.67
34,30,0,Monastir,Nabeul,mardi,17:00,16.43
79,105,1,Sousse,Ariana,jeudi,07:00,37.53
236,269,0,Bizerte,Tunis,mardi,07:00,100.33
201,269,1,Monastir,Ariana,jeudi,07:00,90.8
209,270,0,Sfax,Sousse,jeudi,12:00,86.79
201,173,0,Sfax,Monastir,lundi,09:00,78.69
246,283,0,Nabeul,Tunis,mercredi,18:00,103.29
82,109,1,Bizerte,Sousse,samedi,16:00,39.79
99,126,1,Ariana,Bizerte,mercredi,10:00,46.07
229,318,0,Monastir,Sfax,lundi,14:00,95.19
40,33,1,Tunis,Monastir,vendredi,21:00,20.02
287,268,0,Tunis,Bizerte,mercredi,19:00,112.24
191,255,0,Monastir,Sousse,jeudi,15:00,79.93
218,184,0,Bizerte,Sousse,dimanche,10:00,83.57
184,152,1,Nabeul,Monastir,samedi,17:00,78.9
99,88,1,Tunis,Monastir,jeudi,20:00,38.77
271,308,1,Tunis,Bizerte,lundi,18:00,112.0
248,219,0,Ariana,Nabeul,vendredi,06:00,100.13
250,241,1,Ariana,Tunis,jeudi,15:00,103.28
172,139,0,Nabeul,Bizerte,dimanche,17:00,71.44
226,262,0,Sousse,Nabeul,samedi,19:00,95.87
14,13,1,Monastir,Ariana,samedi,06:00,11.23
155,154,0,Monastir,Sousse,mardi,21:00,60.48
23,30,0,Ariana,Monastir,mercredi,21:00,8.11
28,35,0,Nabeul,Ariana,jeudi,11:00,11.24
109,131,1,Sfax,Ariana,mercredi,11:00,47.3
154,206,1,Sousse,Tunis,lundi,09:00,66.84
74,78,1,Ariana,Monastir,dimanche,21:00,34.4
248,241,1,Nabeul,Sousse,dimanche,19:00,99.56
196,160,1,Sfax,Nabeul,dimanche,18:00,82.46
293,325,1,Sousse,Monastir,mercredi,08:00,124.01
296,253,1,Bizerte,Nabeul,lundi,07:00,124.88
210,207,1,Sfax,Monastir,mardi,08:00,89.88
273,226,1,Ariana,Bizerte,dimanche,14:00,109.19
295,369,1,Nabeul,Monastir,dimanche,21:00,124.74
206,261,0,Tunis,Sfax,jeudi,17:00,90.31
182,217,1,Monastir,Nabeul,vendredi,17:00,84.38
131,123,1,Ariana,Sfax,mardi,20:00,55.1
297,314,0,Nabeul,Sfax,lundi,17:00,123.33
105,101,1,Nabeul,Tunis,mardi,13:00,41.07
115,92,0,Sousse,Nabeul,mercredi,18:00,49.99
105,144,1,Sfax,Tunis,mardi,19:00,44.87
223,288,0,Monastir,Nabeul,mercredi,10:00,91.45
31,27,1,Sfax,Bizerte,dimanche,10:00,13.14
260,329,0,Sfax,Bizerte,lundi,10:00,108.73
85,101,0,Sousse,Nabeul,jeudi,09:00,32.15
288,241,0,Ariana,Tunis,vendredi,19:00,114.91
184,193,1,Sousse,Bizerte,dimanche,14:00,72.68
246,280,0,Monastir,Bizerte,vendredi,12:00,104.99
34,43,1,Ariana,Bizerte,jeudi,09:00,15.76
136,110,1,Sfax,Tunis,vendredi,15:00,56.97
125,125,1,Ariana,Nabeul,mardi,06:00,51.44
73,70,0,Monastir,Ariana,mercredi,15:00,28.29
63,58,1,Bizerte,Sousse,jeudi,09:00,24.09
196,225,1,Sfax,Tunis,vendredi,18:00,90.83
248,204,1,Sousse,Tunis,mercredi,12:00,100.44
255,287,0,Sfax,Tunis,lundi,10:00,100.65
292,332,1,Sousse,Bizerte,lundi,19:00,120.44
72,59,1,Ariana,Tunis,mercredi,07:00,35.32
150,194,0,Ariana,Sfax,mardi,15:00,61.15
17,23,1,Tunis,Ariana,dimanche,13:00,7.5
293,243,0,Monastir,Tunis,samedi,09:00,118.72
189,207,0,Sfax,Sousse,mardi,11:00,75.34
294,294,1,Nabeul,Tunis,dimanche,12:00,120.35
115,106,0,Ariana,Nabeul,vendredi,21:00,51.31
36,48,0,Bizerte,Tunis,mercredi,09:00,14.31
173,180,1,Sfax,Monastir,samedi,21:00,73.51
281,253,1,Bizerte,Sfax,mercredi,18:00,116.86
43,39,1,Sfax,Bizerte,samedi,12:00,21.38
230,231,1,Bizerte,Ariana,lundi,21:00,93.58
240,208,1,Sfax,Monastir,lundi,20:00,97.32
79,104,0,Ariana,Nabeul,dimanche,15:00,33.62
59,61,1,Sousse,Ariana,samedi,18:00,34.16
135,151,1,Sfax,Nabeul,dimanche,13:00,55.0
299,244,0,Sfax,Nabeul,lundi,06:00,118.19
115,126,1,Ariana,Nabeul,jeudi,07:00,53.89
198,234,0,Tunis,Ariana,mercredi,06:00,83.74
190,239,0,Sfax,Monastir,samedi,06:00,79.15
282,310,1,Monastir,Nabeul,jeudi,18:00,117.38
254,268,1,Bizerte,Monastir,samedi,17:00,111.63
13,15,0,Monastir,Sfax,dimanche,07:00,11.22
104,112,0,Bizerte,Sousse,jeudi,14:00,43.0
115,151,1,Nabeul,Bizerte,vendredi,19:00,51.71
28,24,1,Ariana,Sfax,mercredi,09:00,14.03
234,274,0,Ariana,Monastir,dimanche,21:00,95.52
51,48,1,Sousse,Sfax,vendredi,07:00,29.68
251,207,0,Monastir,Ariana,vendredi,17:00,103.72
171,155,0,Monastir,Bizerte,mercredi,14:00,67.29
85,69,1,Tunis,Bizerte,dimanche,08:00,40.0
235,306,0,Nabeul,Bizerte,samedi,14:00,98.94
133,164,1,Monastir,Sfax,dimanche,13:00,59.62
168,215,1,Sousse,Sfax,samedi,16:00,76.98
289,294,1,Bizerte,Monastir,mercredi,15:00,120.78
155,135,1,Tunis,Bizerte,mardi,21:00,62.74
45,62,1,Tunis,Monastir,dimanche,06:00,22.01
215,273,0,Ariana,Nabeul,mercredi,16:00,89.07
173,202,1,Nabeul,Bizerte,mardi,13:00,72.88
204,194,0,Sfax,Nabeul,mardi,15:00,79.78
158,186,1,Sfax,Ariana,lundi,07:00,69.53
240,194,1,Tunis,Bizerte,vendredi,18:00,103.65
96,108,0,Sousse,Nabeul,samedi,12:00,42.43
55,48,1,Sousse,Tunis,mercredi,16:00,23.54
53,63,0,Bizerte,Sousse,jeudi,06:00,22.89
292,304,1,Ariana,Sfax,mercredi,06:00,117.88
52,41,0,Ariana,Sousse,dimanche,09:00,18.66
282,319,1,Nabeul,Tunis,mercredi,18:00,120.69
260,336,0,Sousse,Sfax,mardi,12:00,107.35
210,237,0,Monastir,Nabeul,dimanche,11:00,82.12
228,215,0,Bizerte,Nabeul,jeudi,16:00,91.86
138,136,0,Ariana,Sfax,samedi,21:00,58.0
63,83,0,Sousse,Ariana,jeudi,10:00,26.69
29,33,0,Bizerte,Nabeul,mercredi,06:00,11.41
138,143,0,Sousse,Nabeul,lundi,07:00,56.46
17,16,0,Ariana,Sousse,mardi,21:00,8.77
206,236,1,Monastir,Sfax,mercredi,12:00,84.75
221,269,0,Monastir,Bizerte,lundi,20:00,90.31
284,351,0,Tunis,Sousse,mardi,10:00,118.94
180,164,1,Monastir,Tunis,samedi,06:00,75.07
120,140,1,Tunis,Sousse,mardi,07:00,56.57
52,47,1,Ariana,Sousse,dimanche,17:00,28.41
124,134,0,Tunis,Sousse,lundi,08:00,58.13
86,96,1,Sousse,Sfax,mercredi,14:00,38.43
277,300,0,Sousse,Tunis,samedi,08:00,119.65
276,326,0,Tunis,Sfax,vendredi,10:00,115.96
284,344,1,Sfax,Bizerte,vendredi,10:00,122.73
239,284,1,Tunis,Bizerte,lundi,17:00,106.23
272,322,0,Nabeul,Bizerte,jeudi,12:00,112.16
163,205,1,Monastir,Nabeul,jeudi,10:00,70.36
55,68,1,Monastir,Bizerte,mercredi,07:00,28.29
278,350,1,Ariana,Bizerte,dimanche,17:00,121.74
16,17,0,Nabeul,Bizerte,jeudi,17:00,10.73
224,285,1,Monastir,Nabeul,mardi,18:00,99.29
35,45,0,Sousse,Tunis,lundi,14:00,14.62
173,155,0,Sfax,Ariana,samedi,06:00,68.2
102,135,1,Sfax,Nabeul,samedi,20:00,46.42
226,237,1,Monastir,Sfax,mardi,13:00,95.22
255,303,1,Bizerte,Tunis,jeudi,11:00,108.62
96,100,0,Sfax,Nabeul,samedi,07:00,46.2
178,161,0,Nabeul,Ariana,mercredi,09:00,70.55
239,315,0,Bizerte,Nabeul,lundi,07:00,102.98
13,16,0,Tunis,Ariana,vendredi,06:00,6.9
227,210,0,Nabeul,Ariana,lundi,18:00,95.44
17,17,0,Bizerte,Monastir,vendredi,19:00,10.18
253,214,0,Ariana,Bizerte,mardi,08:00,101.61
165,161,1,Tunis,Monastir,samedi,06:00,71.23
56,74,0,Bizerte,Monastir,vendredi,13:00,25.17
48,52,1,Tunis,Bizerte,jeudi,07:00,25.66
167,165,1,Ariana,Nabeul,mardi,12:00,70.34
27,26,0,Sfax,Tunis,mercredi,18:00,15.4
262,229,1,Bizerte,Tunis,jeudi,13:00,107.46
161,167,0,Monastir,Ariana,samedi,08:00,69.33
104,145,1,Ariana,Sousse,vendredi,17:00,52.32
238,302,1,Ariana,Monastir,samedi,19:00,106.47
164,164,1,Sfax,Bizerte,mardi,17:00,70.59
280,326,0,Nabeul,Sfax,lundi,07:00,117.7
181,150,0,Ariana,Bizerte,mercredi,18:00,74.58
195,207,0,Sfax,Sousse,jeudi,17:00,80.57
104,134,1,Sfax,Tunis,lundi,16:00,44.14
107,136,1,Ariana,Bizerte,lundi,06:00,45.02
181,246,1,Nabeul,Sfax,samedi,13:00,81.35
64,60,0,Bizerte,Ariana,mercredi,16:00,27.42
176,204,1,Ariana,Tunis,lundi,13:00,73.78
159,132,0,Monastir,Sousse,jeudi,15:00,61.75
206,259,1,Tunis,Ariana,mardi,09:00,87.29
280,329,0,Sfax,Nabeul,jeudi,07:00,120.3
275,253,0,Tunis,Bizerte,mercredi,21:00,106.4
86,117,0,Nabeul,Sfax,samedi,09:00,41.08
17,22,1,Sfax,Monastir,jeudi,20:00,8.7
54,61,1,Monastir,Ariana,mercredi,18:00,27.93
204,270,1,Sfax,Ariana,samedi,19:00,89.13
24,30,1,Nabeul,Monastir,vendredi,10:00,14.42
287,322,0,Sousse,Bizerte,lundi,17:00,117.61
217,283,1,Monastir,Sousse,mardi,21:00,91.25
21,29,1,Sousse,Sfax,vendredi,15:00,13.88
288,401,0,Nabeul,Tunis,lundi,11:00,119.26
34,30,0,Sousse,Sfax,mardi,14:00,13.01
101,119,0,Sousse,Sfax,dimanche,21:00,40.55
169,184,1,Monastir,Ariana,samedi,18:00,78.78
77,69,1,Bizerte,Sfax,mardi,17:00,39.15
15,18,1,Sousse,Ariana,samedi,15:00,11.11
206,176,1,Sfax,Tunis,mercredi,12:00,81.37
75,86,0,Monastir,Sfax,dimanche,14:00,31.77
123,144,0,Ariana,Sousse,samedi,13:00,53.18
212,276,0,Nabeul,Sousse,vendredi,15:00,91.75
54,50,0,Sousse,Monastir,jeudi,12:00,20.88
202,211,0,Sousse,Tunis,mardi,07:00,84.99
284,284,0,Sfax,Ariana,lundi,21:00,113.66
229,240,0,Bizerte,Ariana,samedi,19:00,95.74
189,249,0,Nabeul,Sousse,samedi,09:00,78.17
46,55,1,Tunis,Nabeul,samedi,07:00,27.02
135,150,1,Ariana,Tunis,lundi,18:00,63.87
159,140,1,Sousse,Monastir,samedi,07:00,69.05
94,131,0,Ariana,Nabeul,mercredi,08:00,46.27
143,144,1,Bizerte,Sousse,mercredi,13:00,60.63
167,227,1,Ariana,Nabeul,dimanche,10:00,73.39
234,279,0,Tunis,Sfax,dimanche,11:00,98.99
97,120,1,Tunis,Sousse,mercredi,11:00,44.34
179,194,1,Bizerte,Tunis,jeudi,13:00,71.92
146,182,0,Ariana,Sousse,dimanche,12:00,60.85
296,271,1,Tunis,Sfax,mardi,21:00,118.76
157,150,0,Ariana,Monastir,mercredi,21:00,66.11
101,117,0,Monastir,Sfax,mercredi,09:00,40.37
143,192,0,Bizerte,Sousse,vendredi,17:00,65.19
47,40,0,Bizerte,Sfax,dimanche,06:00,19.41
234,200,1,Nabeul,Monastir,mercredi,09:00,94.08
250,254,1,Sousse,Nabeul,vendredi,11:00,106.64
162,131,1,Ariana,Sousse,jeudi,18:00,69.33
135,154,0,Bizerte,Tunis,dimanche,08:00,60.48
220,256,1,Monastir,Sousse,dimanche,11:00,89.58
138,137,0,Monastir,Bizerte,dimanche,16:00,53.9
43,45,0,Sfax,Tunis,lundi,15:00,16.34
143,164,1,Monastir,Nabeul,jeudi,17:00,63.16
48,59,1,Ariana,Bizerte,samedi,09:00,25.05
39,47,1,Sfax,Ariana,lundi,06:00,16.92
24,24,1,Monastir,Sousse,jeudi,20:00,9.26
18,17,1,Tunis,Ariana,samedi,16:00,15.61
155,206,0,Nabeul,Tunis,vendredi,07:00,69.33
22,17,0,Sousse,Monastir,jeudi,13:00,7.09
17,20,0,Bizerte,Monastir,dimanche,12:00,8.46
265,354,0,Sfax,Bizerte,vendredi,17:00,114.73
82,102,1,Tunis,Bizerte,mercredi,06:00,34.21
255,266,0,Sousse,Tunis,mercredi,14:00,104.37
160,165,1,Bizerte,Tunis,samedi,09:00,69.97
188,250,0,Nabeul,Tunis,samedi,21:00,79.82
139,191,1,Sousse,Ariana,vendredi,15:00,62.77
229,211,1,Bizerte,Ariana,mercredi,13:00,91.21
84,99,1,Monastir,Ariana,jeudi,16:00,35.79
223,232,0,Monastir,Tunis,mardi,12:00,90.88
225,291,0,Bizerte,Sousse,lundi,11:00,93.37
226,224,0,Tunis,Ariana,mardi,10:00,89.79
109,111,0,Nabeul,Bizerte,mardi,18:00,48.26
153,167,1,Bizerte,Sousse,mardi,16:00,63.36
282,276,0,Sousse,Bizerte,vendredi,09:00,119.26
16,21,1,Tunis,Monastir,vendredi,20:00,12.31
224,293,1,Monastir,Tunis,dimanche,11:00,94.69
183,217,1,Bizerte,Ariana,dimanche,21:00,75.7
293,375,1,Sousse,Tunis,mardi,19:00,121.71
198,174,1,Sousse,Sfax,mardi,17:00,84.37
231,315,0,Bizerte,Ariana,jeudi,18:00,99.75
285,277,1,Sousse,Ariana,mercredi,06:00,117.14
205,240,0,Sousse,Bizerte,mercredi,12:00,85.06
255,250,0,Sfax,Ariana,dimanche,10:00,101.44
239,203,0,Nabeul,Sousse,mercredi,16:00,96.51
50,64,1,Sfax,Monastir,samedi,19:00,23.68
174,192,0,Nabeul,Bizerte,samedi,10:00,73.82
218,234,0,Ariana,Tunis,mardi,15:00,87.77
279,335,0,Bizerte,Ariana,lundi,20:00,115.4
104,138,1,Bizerte,Tunis,vendredi,09:00,48.77
215,214,0,Ariana,Bizerte,mardi,19:00,84.43
79,79,1,Tunis,Sousse,lundi,08:00,35.52
199,271,0,Sfax,Ariana,samedi,11:00,87.39
198,174,1,Nabeul,Sfax,lundi,06:00,79.87
43,43,1,Nabeul,Sousse,samedi,16:00,22.4
107,96,0,Sfax,Ariana,samedi,10:00,45.27
262,274,1,Monastir,Nabeul,vendredi,06:00,111.97
218,233,0,Bizerte,Ariana,dimanche,20:00,85.62
94,98,1,Nabeul,Ariana,dimanche,15:00,42.42
281,368,1,Bizerte,Ariana,dimanche,07:00,120.95
139,188,0,Sousse,Ariana,lundi,17:00,58.58
90,125,0,Monastir,Bizerte,dimanche,20:00,39.42
210,220,0,Bizerte,Monastir,jeudi,16:00,81.58
274,310,1,Nabeul,Sfax,vendredi,10:00,117.12
166,144,1,Tunis,Nabeul,vendredi,12:00,71.32
106,130,0,Tunis,Bizerte,vendredi,07:00,51.74
141,156,1,Sousse,Sfax,mardi,13:00,57.66
292,299,1,Monastir,Nabeul,lundi,20:00,117.69
237,320,1,Tunis,Ariana,jeudi,13:00,102.11
299,248,1,Sousse,Bizerte,mercredi,09:00,120.23
27,28,0,Sousse,Tunis,vendredi,06:00,11.71
238,288,0,Tunis,Bizerte,vendredi,07:00,106.41
191,153,1,Ariana,Nabeul,samedi,20:00,79.54
205,285,1,Sousse,Monastir,lundi,12:00,88.97
79,74,0,Monastir,Tunis,mercredi,17:00,32.56
77,107,1,Tunis,Sousse,vendredi,07:00,40.68
18,14,1,Nabeul,Bizerte,lundi,08:00,13.97
193,249,1,Sousse,Bizerte,jeudi,12:00,82.17
92,97,0,Tunis,Ariana,mardi,17:00,39.38
108,109,0,Nabeul,Monastir,vendredi,11:00,43.14
107,139,1,Sfax,Bizerte,lundi,06:00,46.27
121,148,1,Tunis,Monastir,mardi,13:00,50.19
216,274,1,Sousse,Ariana,samedi,11:00,92.54
65,63,0,Tunis,Bizerte,mardi,06:00,26.63
207,175,0,Monastir,Bizerte,mardi,10:00,80.5
228,283,1,Sfax,Ariana,mardi,12:00,96.34
177,164,1,Nabeul,Tunis,vendredi,07:00,78.79
74,96,1,Ariana,Sfax,dimanche,17:00,36.45
117,113,1,Bizerte,Nabeul,vendredi,21:00,51.92
215,242,0,Monastir,Ariana,dimanche,06:00,89.81
134,143,1,Ariana,Bizerte,lundi,19:00,57.18
159,197,1,Sousse,Ariana,samedi,13:00,69.31
67,57,1,Sfax,Sousse,samedi,12:00,31.81
54,49,0,Sousse,Tunis,samedi,20:00,24.15
45,40,1,Tunis,Nabeul,lundi,06:00,20.37
228,312,0,Sfax,Tunis,samedi,20:00,100.34
96,112,1,Monastir,Sousse,mercredi,09:00,41.22
163,205,0,Sousse,Monastir,vendredi,12:00,69.73
178,199,0,Ariana,Sfax,lundi,15:00,71.75
12,15,0,Sousse,Tunis,jeudi,06:00,5.0
233,315,1,Sousse,Bizerte,dimanche,13:00,97.64
80,103,1,Sousse,Nabeul,jeudi,13:00,34.49
218,230,0,Ariana,Sousse,mardi,06:00,89.57
200,238,0,Bizerte,Sousse,mercredi,19:00,83.67
50,55,1,Monastir,Bizerte,lundi,17:00,28.76
164,201,1,Ariana,Monastir,lundi,10:00,71.57
139,142,1,Sousse,Ariana,vendredi,13:00,60.53
208,217,0,Nabeul,Monastir,mardi,19:00,81.99
83,102,1,Ariana,Sfax,lundi,07:00,41.87
126,130,0,Nabeul,Sfax,dimanche,14:00,48.46
106,90,0,Sousse,Sfax,lundi,08:00,45.93
139,144,1,Sousse,Ariana,dimanche,16:00,57.29
282,252,1,Tunis,Nabeul,jeudi,14:00,112.21
103,95,0,Nabeul,Sousse,vendredi,08:00,47.3
161,136,0,Sfax,Bizerte,samedi,11:00,63.82
283,350,1,Tunis,Sousse,mardi,10:00,118.18
82,109,0,Ariana,Sousse,mardi,10:00,35.04
232,186,0,Tunis,Ariana,mardi,21:00,91.43
116,96,0,Tunis,Sousse,samedi,07:00,54.66
88,96,1,Monastir,Tunis,lundi,18:00,42.72
35,36,1,Sfax,Sousse,lundi,12:00,14.8
183,251,1,Sfax,Nabeul,lundi,11:00,77.95
284,324,0,Sousse,Ariana,vendredi,08:00,123.29
85,109,0,Sfax,Ariana,samedi,17:00,43.5
163,165,1,Monastir,Bizerte,mardi,13:00,68.29
127,149,1,Nabeul,Tunis,lundi,21:00,53.05
138,114,1,Sfax,Bizerte,lundi,07:00,60.08
127,152,1,Nabeul,Sfax,vendredi,07:00,59.5
143,168,1,Sfax,Tunis,dimanche,15:00,64.05
80,99,0,Monastir,Ariana,jeudi,20:00,33.29
170,212,0,Bizerte,Ariana,dimanche,08:00,72.72
221,205,1,Ariana,Sfax,mercredi,15:00,86.05
11,11,1,Ariana,Bizerte,samedi,07:00,14.47
58,77,1,Sfax,Tunis,mercredi,12:00,29.55
107,128,0,Sousse,Ariana,lundi,15:00,44.87
75,60,0,Sousse,Nabeul,lundi,17:00,34.38
263,232,1,Ariana,Sousse,lundi,20:00,103.87
93,122,1,Nabeul,Tunis,vendredi,16:00,45.93
109,114,0,Bizerte,Nabeul,jeudi,06:00,44.84
171,232,1,Nabeul,Monastir,mercredi,10:00,72.93
132,154,0,Bizerte,Nabeul,vendredi,14:00,55.74
60,54,1,Nabeul,Sousse,dimanche,20:00,25.08
164,214,0,Sousse,Monastir,mardi,08:00,73.47
144,188,0,Monastir,Bizerte,jeudi,10:00,60.98
78,95,0,Bizerte,Sousse,vendredi,09:00,34.24
18,21,0,Monastir,Sousse,mercredi,18:00,11.58
158,205,1,Monastir,Tunis,mardi,19:00,64.8
115,138,0,Monastir,Nabeul,dimanche,15:00,45.52
275,373,1,Sfax,Tunis,lundi,08:00,119.56
128,122,0,Tunis,Sousse,vendredi,13:00,54.77
266,302,1,Ariana,Sousse,mercredi,13:00,111.02
115,141,0,Sfax,Monastir,vendredi,13:00,50.42
271,248,0,Ariana,Monastir,mardi,18:00,111.44
276,324,0,Sfax,Bizerte,lundi,10:00,111.98
259,259,0,Bizerte,Tunis,vendredi,16:00,104.37
237,217,1,Monastir,Sfax,mercredi,19:00,97.05
262,313,1,Sfax,Bizerte,samedi,16:00,111.24
251,242,0,Sousse,Sfax,mardi,15:00,99.58
138,170,1,Sousse,Sfax,dimanche,17:00,64.09
255,335,1,Sousse,Bizerte,mardi,16:00,108.9
154,180,1,Nabeul,Sfax,dimanche,08:00,68.55
60,51,1,Sousse,Tunis,jeudi,18:00,28.01
66,62,1,Tunis,Sousse,lundi,10:00,27.42
298,315,1,Ariana,Tunis,jeudi,18:00,125.63
292,278,0,Tunis,Bizerte,mardi,15:00,118.53
189,194,1,Nabeul,Sousse,mardi,07:00,80.37
235,244,1,Sousse,Monastir,lundi,19:00,96.75
296,244,1,Monastir,Tunis,jeudi,21:00,117.46
93,99,1,Ariana,Monastir,vendredi,15:00,41.24
255,304,1,Bizerte,Tunis,mardi,10:00,105.43
181,169,0,Sfax,Tunis,vendredi,19:00,74.32
186,256,1,Ariana,Sousse,samedi,21:00,83.96
22,26,1,Ariana,Nabeul,samedi,06:00,18.12
51,60,0,Nabeul,Monastir,jeudi,15:00,19.47
260,251,0,Ariana,Monastir,dimanche,20:00,102.58
149,201,0,Bizerte,Nabeul,vendredi,19:00,63.35
191,181,0,Sousse,Nabeul,vendredi,08:00,83.16
268,351,0,Tunis,Bizerte,lundi,11:00,111.74
117,161,0,Nabeul,Sousse,samedi,08:00,55.38
267,215,0,Nabeul,Bizerte,mercredi,06:00,104.39
25,20,1,Ariana,Tunis,mercredi,10:00,12.81
197,252,0,Monastir,Ariana,jeudi,09:00,82.04
178,156,1,Bizerte,Sfax,vendredi,07:00,80.36
152,140,0,Nabeul,Monastir,dimanche,06:00,58.75
264,310,1,Sfax,Sousse,samedi,06:00,115.42
207,224,0,Tunis,Ariana,jeudi,10:00,84.12
160,159,1,Sfax,Monastir,lundi,21:00,66.16
246,218,0,Sfax,Tunis,mercredi,14:00,96.4
132,121,0,Ariana,Sousse,dimanche,11:00,52.95
264,278,1,Nabeul,Monastir,lundi,11:00,107.42
99,127,1,Ariana,Bizerte,dimanche,10:00,44.49
229,252,0,Bizerte,Tunis,lundi,06:00,92.44
108,95,1,Nabeul,Sfax,jeudi,20:00,45.69
235,293,1,Monastir,Tunis,dimanche,15:00,100.95
84,114,1,Ariana,Tunis,dimanche,11:00,37.02
190,189,1,Sfax,Sousse,samedi,20:00,81.95
83,68,0,Sfax,Bizerte,jeudi,17:00,36.75
175,172,0,Nabeul,Tunis,vendredi,12:00,70.6
13,17,1,Sfax,Bizerte,vendredi,07:00,13.23
290,302,1,Monastir,Ariana,lundi,09:00,118.16
70,91,0,Sousse,Monastir,mercredi,12:00,31.08
72,85,1,Monastir,Bizerte,dimanche,12:00,30.57
264,281,0,Nabeul,Ariana,lundi,12:00,108.58
37,34,1,Ariana,Sfax,mardi,13:00,15.51
10,9,1,Ariana,Sfax,dimanche,10:00,5.0
282,293,0,Tunis,Nabeul,vendredi,15:00,116.68
255,227,0,Sfax,Ariana,mercredi,19:00,102.18
159,134,0,Sousse,Sfax,vendredi,09:00,65.55
58,70,0,Sousse,Ariana,lundi,19:00,19.87
248,253,1,Ariana,Bizerte,jeudi,14:00,101.68
225,243,1,Tunis,Ariana,jeudi,11:00,89.96
89,99,0,Tunis,Ariana,samedi,21:00,38.9
204,248,1,Bizerte,Tunis,dimanche,13:00,87.46
123,162,0,Ariana,Sousse,mercredi,10:00,49.72
205,271,0,Sfax,Tunis,vendredi,17:00,92.03
195,252,0,Monastir,Tunis,vendredi,20:00,82.57
154,166,0,Nabeul,Ariana,lundi,15:00,59.74
54,49,1,Monastir,Bizerte,mardi,06:00,26.09
28,30,0,Monastir,Tunis,vendredi,14:00,14.47
