id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
1643;Stage business development - B2B (Sousse #1643);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 9 semaines, basé à Sousse, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: gérer une partie du portefeuille clients et la satisfaction, optimiser des fiches produit et parcours e-commerce, prospecter des entreprises et qualifier des leads. Compétences attendues: Sens de la négociation et orientation résultats. Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1010 DT. Référence offre: TN-INT-1643. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Commerce;Sousse;1010;9;disponible;0;1;2024-03-20;907;47;17;4;1;41;0
1644;Stage account manager - SaaS / logistique (Remote #1644);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 6 semaines, basé à Remote, sur un projet client à livrer en itérations. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: suivre le pipeline CRM et relancer les prospects, optimiser des fiches produit et parcours e-commerce, prospecter des entreprises et qualifier des leads, réaliser des démonstrations produit avec l'équipe. Compétences attendues: Bonne organisation et suivi (CRM). Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1015 DT. Référence offre: TN-INT-1644. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Commerce;Remote;1015;6;disponible;1;1;2024-12-19;935;56;15;4;4;29;1
1645;Stage e-marketing et publicité en ligne - SaaS (Tunis #1645);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 2 semaines, basé à Tunis, sur une application de gestion interne. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: tester des messages et visuels via A/B testing, réaliser une étude de marché et des personas, animer une communauté et gérer la relation avec les abonnés. Compétences attendues: Connaissance des réseaux sociaux et des outils d'analyse. Aisance rédactionnelle et sens de la communication. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1323 DT. Référence offre: TN-INT-1645. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Tunis;1323;2;disponible;0;1;2024-12-24;931;60;13;2;3;28;0
1646;Stage relations sociales et CSE - Formation / logistique (Sfax #1646);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 33 semaines, basé à Sfax, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: aider à la rédaction de procédures et supports internes, animer des actions de marque employeur (événements, contenu), assister les managers sur les besoins en recrutement, suivre des indicateurs RH et produire des tableaux de bord. Compétences attendues: Aisance sur Excel et outils bureautiques. Bon relationnel, organisation et discrétion. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1300 DT. Référence offre: TN-INT-1646. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;RH;Sfax;1300;33;disponible;0;1;2024-07-09;940;69;23;5;3;47;0
1647;Stage infographiste et mise en page - Branding / éducation / groupe (Tunis #1647);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 4 semaines, basé à Tunis, sur un pilote d'automatisation de process. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: réaliser des animations courtes pour vidéos et stories, créer des visuels pour les réseaux sociaux et campagnes, participer à une refonte de landing page orientée conversion. Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1350 DT. Référence offre: TN-INT-1647. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Design;Tunis;1350;4;disponible;0;1;2024-08-08;969;81;31;3;1;74;1
1648;Stage web designer WordPress/Elementor - UX / banque / éditeur (Remote #1648);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 4 semaines, basé à Remote, sur un module de réservation et paiement. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: produire un mini design system (typo, couleurs, composants), participer à une refonte de landing page orientée conversion, réaliser des animations courtes pour vidéos et stories, décliner une identité visuelle sur différents supports. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1019 DT. Référence offre: TN-INT-1648. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Design;Remote;1019;4;indisponible;0;0;2024-08-18;997;77;24;3;6;52;1
1649;Stage designer identité visuelle - 3D / banque (Ariana #1649);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 7 semaines, basé à Ariana, sur un projet client à livrer en itérations. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: décliner une identité visuelle sur différents supports, produire un mini design system (typo, couleurs, composants), réaliser des animations courtes pour vidéos et stories, créer des visuels pour les réseaux sociaux et campagnes. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1250 DT. Référence offre: TN-INT-1649. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Ariana;1250;7;disponible;1;0;2025-07-07;1006;61;27;3;5;50;1
1650;Stage gestion des talents - Talent / banque (Ariana #1650);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 5 semaines, basé à Ariana, sur une refonte de site vitrine orientée conversion. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: sourcer des candidats et organiser des entretiens de présélection, participer à la mise en place d'un plan de formation, contribuer à la préparation de la paie (données variables), mettre à jour la base RH et les dossiers administratifs. Compétences attendues: Intérêt pour le recrutement, la formation et les processus. Bon relationnel, organisation et discrétion. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1145 DT. Référence offre: TN-INT-1650. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;RH;Ariana;1145;5;indisponible;1;0;2024-08-08;956;58;17;3;3;33;1
1651;Stage développeur web frontend - MySQL / assurance (Sfax #1651);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 2 semaines, basé à Sfax, sur un pilote d'automatisation de process. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: analyser des données et produire des tableaux de bord, participer à la revue de code et à la documentation technique, concevoir des scripts d'automatisation et de monitoring. Compétences attendues: Connaissance d'un framework (Django/FastAPI) et de SQL. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1683 DT. Référence offre: TN-INT-1651. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Informatique;Sfax;1683;2;disponible;0;0;2025-06-23;929;63;28;4;5;59;0
1652;Stage web designer WordPress/Elementor - Motion / assurance (Remote #1652);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 23 semaines, basé à Remote, sur un tableau de bord KPI multi-sites. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: préparer des assets pour le web et le print, créer des visuels pour les réseaux sociaux et campagnes, participer à une refonte de landing page orientée conversion. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1069 DT. Référence offre: TN-INT-1652. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Remote;1069;23;disponible;0;1;2025-01-17;953;74;19;2;1;27;0
1653;Stage illustrateur digital - 3D / retail / ESN (Ariana #1653);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 9 semaines, basé à Ariana, sur une plateforme e-commerce. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: collaborer avec les développeurs pour l'intégration, décliner une identité visuelle sur différents supports, créer des visuels pour les réseaux sociaux et campagnes. Compétences attendues: Sens du détail, typographie et cohérence visuelle. Bonne connaissance de Photoshop/Illustrator ou équivalents. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1307 DT. Référence offre: TN-INT-1653. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Ariana;1307;9;indisponible;0;1;2025-05-25;921;61;25;8;6;50;0
1654;Stage audit interne et contrôle - Kubernetes / industrie (Remote #1654);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 11 semaines, basé à Remote, sur un module de réservation et paiement. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: assister à la clôture mensuelle et à la documentation, analyser des indicateurs de rentabilité et coûts, automatiser des reportings sur Excel/Power BI, aider à la préparation des déclarations et dossiers. Compétences attendues: Connaissance des bases comptables et du reporting. Capacité d'analyse et sens de la confidentialité. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1200 DT. Référence offre: TN-INT-1654. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Finance;Remote;1200;11;indisponible;1;1;2024-03-04;965;71;20;7;2;41;1
1655;Stage infographiste et mise en page - UI / media (Sousse #1655);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 1 semaines, basé à Sousse, sur une plateforme e-commerce. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: préparer des assets pour le web et le print, créer des visuels pour les réseaux sociaux et campagnes, participer à une refonte de landing page orientée conversion. Compétences attendues: Sens du détail, typographie et cohérence visuelle. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1400 DT. Référence offre: TN-INT-1655. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Sousse;1400;1;disponible;1;0;2025-06-23;907;63;22;8;2;51;0
1656;Stage designer identité visuelle - Branding / logistique (Remote #1656);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 11 semaines, basé à Remote, sur un pilote d'automatisation de process. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: collaborer avec les développeurs pour l'intégration, préparer des assets pour le web et le print, réaliser des animations courtes pour vidéos et stories, créer des visuels pour les réseaux sociaux et campagnes. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Bonne connaissance de Photoshop/Illustrator ou équivalents. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 900 DT. Référence offre: TN-INT-1656. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Design;Remote;900;11;disponible;1;1;2025-10-16;963;71;12;2;1;24;1
1657;Stage Machine Learning Engineer - MySQL / énergie (Sfax #1657);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 8 semaines, basé à Sfax, sur un module de réservation et paiement. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: participer à la revue de code et à la documentation technique, contribuer à un module d'authentification et gestion des rôles, améliorer les performances et la qualité du code (tests, refactor). Compétences attendues: Notions de Git, tests unitaires et bonnes pratiques de code. Une expérience avec Docker ou Linux est un plus. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1591 DT. Référence offre: TN-INT-1657. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Informatique;Sfax;1591;8;disponible;1;1;2024-07-23;969;62;29;10;4;69;0
1658;Stage administration du personnel - Reporting / SaaS / ESN (Bizerte #1658);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 6 semaines, basé à Bizerte, sur une refonte de site vitrine orientée conversion. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: contribuer à la préparation de la paie (données variables), assister les managers sur les besoins en recrutement, animer des actions de marque employeur (événements, contenu). Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Aisance sur Excel et outils bureautiques. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1098 DT. Référence offre: TN-INT-1658. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;RH;Bizerte;1098;6;disponible;1;1;2025-02-14;904;74;11;2;3;25;0
1659;Stage motion designer vidéo et animation - Motion / énergie / industrie (Sfax #1659);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 6 semaines, basé à Sfax, sur une plateforme e-commerce. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: créer des visuels pour les réseaux sociaux et campagnes, participer à une refonte de landing page orientée conversion, concevoir des maquettes UI/UX (wireframes, prototypes), préparer des assets pour le web et le print. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Bonne connaissance de Photoshop/Illustrator ou équivalents. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1162 DT. Référence offre: TN-INT-1659. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Design;Sfax;1162;6;disponible;1;1;2025-07-25;968;84;18;3;2;32;0
1660;Stage content marketing et rédaction web - Retail / logistique (Sousse #1660);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 11 semaines, basé à Sousse, sur une application de gestion interne. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: réaliser une étude de marché et des personas, mettre en place des workflows d'emailing et de nurturing, animer une communauté et gérer la relation avec les abonnés, lancer et optimiser des campagnes Facebook Ads et Google Ads. Compétences attendues: Connaissance des réseaux sociaux et des outils d'analyse. Aisance rédactionnelle et sens de la communication. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1102 DT. Référence offre: TN-INT-1660. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Sousse;1102;11;disponible;1;0;2025-02-05;992;77;12;2;3;22;0
1661;Stage business development - B2C / assurance (Sousse #1661);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 12 semaines, basé à Sousse, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: participer à des salons et rendez-vous clients, analyser les ventes et recommander des actions, optimiser des fiches produit et parcours e-commerce, suivre le pipeline CRM et relancer les prospects. Compétences attendues: Goût du contact et aisance à l'oral. Maîtrise du français, l'anglais est un plus. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 961 DT. Référence offre: TN-INT-1661. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Commerce;Sousse;961;12;indisponible;0;1;2024-02-19;915;59;12;4;3;18;0
1662;Stage contrôle de gestion et budgets - MongoDB / retail (Tunis #1662);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 10 semaines, basé à Tunis, sur une refonte de site vitrine orientée conversion. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: analyser des indicateurs de rentabilité et coûts, automatiser des reportings sur Excel/Power BI, mettre à jour des tableaux de trésorerie et prévisions. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Power BI ou SQL est un plus. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1225 DT. Référence offre: TN-INT-1662. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Finance;Tunis;1225;10;disponible;1;1;2025-06-05;923;69;19;3;3;33;0
1663;Stage contrôle de gestion et budgets - Photoshop / media (Sousse #1663);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 8 semaines, basé à Sousse, sur une plateforme e-commerce. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: assister à la clôture mensuelle et à la documentation, automatiser des reportings sur Excel/Power BI, participer au suivi budgétaire et à l'analyse des écarts. Compétences attendues: Bonne maîtrise d'Excel et rigueur sur les chiffres. Capacité d'analyse et sens de la confidentialité. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1476 DT. Référence offre: TN-INT-1663. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Finance;Sousse;1476;8;disponible;0;1;2025-08-02;908;71;19;5;4;45;0
1664;Stage analyse marketing et reporting - B2C (Bizerte #1664);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 10 semaines, basé à Bizerte, sur un outil de reporting décisionnel. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: lancer et optimiser des campagnes Facebook Ads et Google Ads, planifier et publier du contenu sur les réseaux sociaux, suivre les KPIs et produire des reportings hebdomadaires, tester des messages et visuels via A/B testing. Compétences attendues: Connaissance des réseaux sociaux et des outils d'analyse. Aisance rédactionnelle et sens de la communication. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1266 DT. Référence offre: TN-INT-1664. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Marketing;Bizerte;1266;10;indisponible;1;1;2025-04-01;995;58;28;10;2;48;1
1665;Stage motion designer vidéo et animation - UI (Ariana #1665);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 9 semaines, basé à Ariana, sur un outil de reporting décisionnel. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: réaliser des animations courtes pour vidéos et stories, préparer des assets pour le web et le print, participer à une refonte de landing page orientée conversion. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1260 DT. Référence offre: TN-INT-1665. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Ariana;1260;9;disponible;1;1;2024-11-16;918;60;15;4;3;34;1
1666;Stage développeur Full Stack React/Node.js - PostgreSQL (Remote #1666);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 7 semaines, basé à Remote, sur une plateforme e-commerce. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: contribuer à un module d'authentification et gestion des rôles, analyser des données et produire des tableaux de bord, participer à la revue de code et à la documentation technique. Compétences attendues: Une expérience avec Docker ou Linux est un plus. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1519 DT. Référence offre: TN-INT-1666. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Informatique;Remote;1519;7;disponible;1;1;2025-02-04;941;70;43;5;7;100;1
1667;Stage développeur PHP Laravel - PostgreSQL / tourisme (Sousse #1667);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 12 semaines, basé à Sousse, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: développer des API REST et intégrer des services externes, participer à la revue de code et à la documentation technique, contribuer à un module d'authentification et gestion des rôles. Compétences attendues: Notions de Git, tests unitaires et bonnes pratiques de code. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode design thinking, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1449 DT. Référence offre: TN-INT-1667. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Informatique;Sousse;1449;12;indisponible;1;0;2024-06-03;975;68;23;6;6;39;0
1668;Stage analyste financier et reporting - MySQL / tourisme (Ariana #1668);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 6 semaines, basé à Ariana, sur un projet client à livrer en itérations. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: participer au suivi budgétaire et à l'analyse des écarts, contribuer à des missions d'audit et de contrôle interne, aider à la préparation des déclarations et dossiers. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Power BI ou SQL est un plus. Cadre de travail: méthode design thinking, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1344 DT. Référence offre: TN-INT-1668. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Finance;Ariana;1344;6;indisponible;1;1;2025-07-09;902;71;24;8;4;61;0
1669;Stage ingénieur industriel et production - GitLab (Bizerte #1669);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 18 semaines, basé à Bizerte, sur un module de réservation et paiement. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: assister l'équipe production sur l'amélioration des process, mettre en place des démarches qualité et plans de contrôle, participer à la conception et au dimensionnement de pièces/systèmes. Compétences attendues: Bases solides en mécanique/électrique/industriel selon profil. CAO/DAO (SolidWorks/AutoCAD) est un plus. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1823 DT. Référence offre: TN-INT-1669. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Ingénierie;Bizerte;1823;18;disponible;1;1;2024-05-24;958;65;41;9;8;98;0
1670;Stage CRM & emailing - CRM / immobilier (Tunis #1670);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 10 semaines, basé à Tunis, sur une refonte de site vitrine orientée conversion. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: lancer et optimiser des campagnes Facebook Ads et Google Ads, réaliser une étude de marché et des personas, tester des messages et visuels via A/B testing. Compétences attendues: Notions de SEO/SEA et capacité à interpréter des KPIs. Connaissance des réseaux sociaux et des outils d'analyse. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1296 DT. Référence offre: TN-INT-1670. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Marketing;Tunis;1296;10;indisponible;0;1;2024-04-19;921;53;21;6;4;39;0
1671;Stage content marketing et rédaction web - B2B / media (Tunis #1671);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 8 semaines, basé à Tunis, sur un projet client à livrer en itérations. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: lancer et optimiser des campagnes Facebook Ads et Google Ads, réaliser une étude de marché et des personas, animer une communauté et gérer la relation avec les abonnés, rédiger des articles SEO et optimiser les pages du site. Compétences attendues: Notions de SEO/SEA et capacité à interpréter des KPIs. Aisance rédactionnelle et sens de la communication. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1342 DT. Référence offre: TN-INT-1671. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Marketing;Tunis;1342;8;disponible;1;0;2025-06-19;1015;68;26;10;5;57;0
1672;Stage Data Analyst Python/SQL - Azure (Remote #1672);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 8 semaines, basé à Remote, sur une application de gestion interne. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: contribuer à un module d'authentification et gestion des rôles, améliorer les performances et la qualité du code (tests, refactor), mettre en place des pipelines CI/CD et des environnements Docker, analyser des données et produire des tableaux de bord. Compétences attendues: Notions de Git, tests unitaires et bonnes pratiques de code. Une expérience avec Docker ou Linux est un plus. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1461 DT. Référence offre: TN-INT-1672. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Informatique;Remote;1461;8;disponible;1;1;2025-07-06;1013;52;29;4;7;54;0
1673;Stage UI/UX designer applications mobiles - UI (Sousse #1673);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 10 semaines, basé à Sousse, sur une application de gestion interne. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: collaborer avec les développeurs pour l'intégration, réaliser des animations courtes pour vidéos et stories, produire un mini design system (typo, couleurs, composants). Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1228 DT. Référence offre: TN-INT-1673. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Sousse;1228;10;indisponible;0;1;2024-03-13;914;61;14;4;3;35;0
